state,county,candidate,party,total_votes,won,Vote_Share_Of_Each_Party,"Vote_Share_Scale_(0:Dem,1:Rep)"
New York,Sullivan County,Donald Trump,REP,18665,TRUE,0.546495286,0.546495286
New York,Tioga County,Donald Trump,REP,14791,TRUE,0.605568066,0.605568066
New York,Tompkins County,Joe Biden,DEM,33619,TRUE,0.751850609,0.248149391
New York,Ulster County,Joe Biden,DEM,57970,TRUE,0.606634575,0.393365425
New York,Warren County,Donald Trump,REP,17699,TRUE,0.500806429,0.500806429
New York,Washington County,Donald Trump,REP,15941,TRUE,0.579546281,0.579546281
New York,Wayne County,Donald Trump,REP,26204,TRUE,0.600183234,0.600183234
New York,Westchester County,Joe Biden,DEM,312371,TRUE,0.68339955,0.31660045
New York,Wyoming County,Donald Trump,REP,13898,TRUE,0.732591851,0.732591851
New York,Yates County,Donald Trump,REP,6208,TRUE,0.595377386,0.595377386
North Carolina,Alamance County,Donald Trump,REP,46056,TRUE,0.542594927,0.542594927
North Carolina,Alexander County,Donald Trump,REP,15888,TRUE,0.793091399,0.793091399
North Carolina,Alleghany County,Donald Trump,REP,4527,TRUE,0.752868784,0.752868784
North Carolina,Anson County,Joe Biden,DEM,5789,TRUE,0.521062106,0.478937894
North Carolina,Ashe County,Donald Trump,REP,11451,TRUE,0.733333333,0.733333333
North Carolina,Avery County,Donald Trump,REP,7172,TRUE,0.765993805,0.765993805
North Carolina,Beaufort County,Donald Trump,REP,16437,TRUE,0.630494822,0.630494822
North Carolina,Bertie County,Joe Biden,DEM,5939,TRUE,0.608753588,0.391246412
North Carolina,Bladen County,Donald Trump,REP,9676,TRUE,0.569109517,0.569109517
North Carolina,Brunswick County,Donald Trump,REP,55850,TRUE,0.626401974,0.626401974
North Carolina,Buncombe County,Joe Biden,DEM,96515,TRUE,0.607291398,0.392708602
North Carolina,Burke County,Donald Trump,REP,31019,TRUE,0.702789043,0.702789043
North Carolina,Cabarrus County,Donald Trump,REP,63237,TRUE,0.547985684,0.547985684
North Carolina,Caldwell County,Donald Trump,REP,32119,TRUE,0.758167312,0.758167312
North Carolina,Camden County,Donald Trump,REP,4312,TRUE,0.737220038,0.737220038
North Carolina,Carteret County,Donald Trump,REP,30028,TRUE,0.712898554,0.712898554
North Carolina,Caswell County,Donald Trump,REP,7089,TRUE,0.593271403,0.593271403
North Carolina,Catawba County,Donald Trump,REP,56588,TRUE,0.687774226,0.687774226
North Carolina,Chatham County,Joe Biden,DEM,26787,TRUE,0.558376587,0.441623413
North Carolina,Cherokee County,Donald Trump,REP,12628,TRUE,0.778977238,0.778977238
North Carolina,Chowan County,Donald Trump,REP,4471,TRUE,0.579295154,0.579295154
North Carolina,Clay County,Donald Trump,REP,5112,TRUE,0.75055058,0.75055058
North Carolina,Cleveland County,Donald Trump,REP,33798,TRUE,0.665931078,0.665931078
North Carolina,Columbus County,Donald Trump,REP,16832,TRUE,0.640535809,0.640535809
North Carolina,Craven County,Donald Trump,REP,31032,TRUE,0.594710617,0.594710617
North Carolina,Cumberland County,Joe Biden,DEM,84469,TRUE,0.584556508,0.415443492
North Carolina,Currituck County,Donald Trump,REP,11657,TRUE,0.735364623,0.735364623
North Carolina,Dare County,Donald Trump,REP,13938,TRUE,0.583815029,0.583815029
North Carolina,Davidson County,Donald Trump,REP,64658,TRUE,0.740692373,0.740692373
North Carolina,Davie County,Donald Trump,REP,18228,TRUE,0.730844794,0.730844794
North Carolina,Duplin County,Donald Trump,REP,13793,TRUE,0.611391844,0.611391844
North Carolina,Durham County,Joe Biden,DEM,144688,TRUE,0.816767995,0.183232005
North Carolina,Edgecombe County,Joe Biden,DEM,16089,TRUE,0.636054556,0.363945444
North Carolina,Forsyth County,Joe Biden,DEM,113033,TRUE,0.570594204,0.429405796
North Carolina,Franklin County,Donald Trump,REP,20901,TRUE,0.568270799,0.568270799
North Carolina,Gaston County,Donald Trump,REP,73033,TRUE,0.640685311,0.640685311
North Carolina,Gates County,Donald Trump,REP,3367,TRUE,0.569423305,0.569423305
North Carolina,Graham County,Donald Trump,REP,3710,TRUE,0.803900325,0.803900325
North Carolina,Granville County,Donald Trump,REP,16647,TRUE,0.533352557,0.533352557
North Carolina,Greene County,Donald Trump,REP,4874,TRUE,0.559843786,0.559843786
North Carolina,Guilford County,Joe Biden,DEM,173086,TRUE,0.617326485,0.382673515
North Carolina,Halifax County,Joe Biden,DEM,15545,TRUE,0.606634146,0.393365854
North Carolina,Harnett County,Donald Trump,REP,35177,TRUE,0.614230836,0.614230836
North Carolina,Haywood County,Donald Trump,REP,22834,TRUE,0.634665629,0.634665629
North Carolina,Henderson County,Donald Trump,REP,40032,TRUE,0.595333343,0.595333343
North Carolina,Hertford County,Joe Biden,DEM,7097,TRUE,0.671047655,0.328952345
North Carolina,Hoke County,Joe Biden,DEM,11804,TRUE,0.555299431,0.444700569
North Carolina,Hyde County,Donald Trump,REP,1418,TRUE,0.575487013,0.575487013
North Carolina,Iredell County,Donald Trump,REP,67010,TRUE,0.664136058,0.664136058
North Carolina,Jackson County,Donald Trump,REP,11356,TRUE,0.542130138,0.542130138
North Carolina,Johnston County,Donald Trump,REP,68353,TRUE,0.623601861,0.623601861
North Carolina,Jones County,Donald Trump,REP,3280,TRUE,0.598867993,0.598867993
North Carolina,Lee County,Donald Trump,REP,16469,TRUE,0.575597651,0.575597651
North Carolina,Lenoir County,Donald Trump,REP,14590,TRUE,0.517467636,0.517467636
North Carolina,Lincoln County,Donald Trump,REP,36341,TRUE,0.732459942,0.732459942
North Carolina,McDowell County,Donald Trump,REP,16883,TRUE,0.743253357,0.743253357
North Carolina,Macon County,Donald Trump,REP,14211,TRUE,0.69522039,0.69522039
North Carolina,Madison County,Donald Trump,REP,7979,TRUE,0.619487578,0.619487578
North Carolina,Martin County,Donald Trump,REP,6532,TRUE,0.524953789,0.524953789
North Carolina,Mecklenburg County,Joe Biden,DEM,378107,TRUE,0.678440316,0.321559684
North Carolina,Mitchell County,Donald Trump,REP,7090,TRUE,0.791559674,0.791559674
North Carolina,Montgomery County,Donald Trump,REP,8411,TRUE,0.660307741,0.660307741
North Carolina,Moore County,Donald Trump,REP,36764,TRUE,0.63889613,0.63889613
North Carolina,Nash County,Joe Biden,DEM,25947,TRUE,0.501158883,0.498841117
North Carolina,New Hanover County,Joe Biden,DEM,66138,TRUE,0.510840433,0.489159567
North Carolina,Northampton County,Joe Biden,DEM,6069,TRUE,0.603400278,0.396599722
North Carolina,Onslow County,Donald Trump,REP,46078,TRUE,0.655038098,0.655038098
North Carolina,Orange County,Joe Biden,DEM,63594,TRUE,0.759150054,0.240849946
North Carolina,Pamlico County,Donald Trump,REP,4849,TRUE,0.641232478,0.641232478
North Carolina,Pasquotank County,Joe Biden,DEM,9832,TRUE,0.501581471,0.498418529
North Carolina,Pender County,Donald Trump,REP,21956,TRUE,0.651919594,0.651919594
North Carolina,Perquimans County,Donald Trump,REP,4903,TRUE,0.663015551,0.663015551
North Carolina,Person County,Donald Trump,REP,13184,TRUE,0.608988868,0.608988868
North Carolina,Pitt County,Joe Biden,DEM,47252,TRUE,0.547950924,0.452049076
North Carolina,Polk County,Donald Trump,REP,7689,TRUE,0.629884493,0.629884493
North Carolina,Randolph County,Donald Trump,REP,56894,TRUE,0.78461496,0.78461496
North Carolina,Richmond County,Donald Trump,REP,11830,TRUE,0.574718228,0.574718228
North Carolina,Robeson County,Donald Trump,REP,27806,TRUE,0.593815402,0.593815402
North Carolina,Rockingham County,Donald Trump,REP,31301,TRUE,0.661852705,0.661852705
North Carolina,Rowan County,Donald Trump,REP,49297,TRUE,0.680794354,0.680794354
North Carolina,Rutherford County,Donald Trump,REP,24891,TRUE,0.731528831,0.731528831
North Carolina,Sampson County,Donald Trump,REP,17411,TRUE,0.613560278,0.613560278
North Carolina,Scotland County,Donald Trump,REP,7473,TRUE,0.509789208,0.509789208
North Carolina,Stanly County,Donald Trump,REP,25458,TRUE,0.757971834,0.757971834
North Carolina,Stokes County,Donald Trump,REP,20142,TRUE,0.792118924,0.792118924
North Carolina,Surry County,Donald Trump,REP,27538,TRUE,0.759480405,0.759480405
North Carolina,Swain County,Donald Trump,REP,4161,TRUE,0.599481343,0.599481343
North Carolina,Transylvania County,Donald Trump,REP,11636,TRUE,0.579482072,0.579482072
North Carolina,Tyrrell County,Donald Trump,REP,1044,TRUE,0.579356271,0.579356271
North Carolina,Union County,Donald Trump,REP,80382,TRUE,0.622599859,0.622599859
North Carolina,Vance County,Joe Biden,DEM,12431,TRUE,0.597012775,0.402987225
North Carolina,Wake County,Joe Biden,DEM,393336,TRUE,0.63489112,0.36510888
North Carolina,Warren County,Joe Biden,DEM,6400,TRUE,0.630417652,0.369582348
North Carolina,Washington County,Joe Biden,DEM,3396,TRUE,0.549781447,0.450218553
North Carolina,Watauga County,Joe Biden,DEM,17122,TRUE,0.5422988,0.4577012
North Carolina,Wayne County,Donald Trump,REP,30709,TRUE,0.559118054,0.559118054
North Carolina,Wilkes County,Donald Trump,REP,27592,TRUE,0.786029684,0.786029684
North Carolina,Wilson County,Joe Biden,DEM,20754,TRUE,0.514540721,0.485459279
North Carolina,Yadkin County,Donald Trump,REP,15933,TRUE,0.808945979,0.808945979
North Carolina,Yancey County,Donald Trump,REP,7516,TRUE,0.670831846,0.670831846
North Dakota,Adams County,Donald Trump,REP,981,TRUE,0.791767554,0.791767554
North Dakota,Barnes County,Donald Trump,REP,3568,TRUE,0.662212324,0.662212324
North Dakota,Benson County,Donald Trump,REP,1094,TRUE,0.570981211,0.570981211
North Dakota,Billings County,Donald Trump,REP,541,TRUE,0.882544861,0.882544861
North Dakota,Bottineau County,Donald Trump,REP,2575,TRUE,0.758244994,0.758244994
North Dakota,Bowman County,Donald Trump,REP,1395,TRUE,0.859519409,0.859519409
North Dakota,Burke County,Donald Trump,REP,994,TRUE,0.878868258,0.878868258
North Dakota,Burleigh County,Donald Trump,REP,34744,TRUE,0.707732421,0.707732421
North Dakota,Cass County,Donald Trump,REP,42619,TRUE,0.51391535,0.51391535
North Dakota,Cavalier County,Donald Trump,REP,1499,TRUE,0.759756716,0.759756716
North Dakota,Dickey County,Donald Trump,REP,1742,TRUE,0.741276596,0.741276596
North Dakota,Divide County,Donald Trump,REP,904,TRUE,0.773310522,0.773310522
North Dakota,Dunn County,Donald Trump,REP,1951,TRUE,0.850850414,0.850850414
North Dakota,Eddy County,Donald Trump,REP,854,TRUE,0.690379951,0.690379951
North Dakota,Emmons County,Donald Trump,REP,1738,TRUE,0.88,0.88
North Dakota,Foster County,Donald Trump,REP,1362,TRUE,0.785014409,0.785014409
North Dakota,Golden Valley County,Donald Trump,REP,871,TRUE,0.864087302,0.864087302
North Dakota,Grand Forks County,Donald Trump,REP,16987,TRUE,0.568754813,0.568754813
North Dakota,Grant County,Donald Trump,REP,1145,TRUE,0.846893491,0.846893491
North Dakota,Griggs County,Donald Trump,REP,907,TRUE,0.746502058,0.746502058
North Dakota,Hettinger County,Donald Trump,REP,1091,TRUE,0.847707848,0.847707848
North Dakota,Kidder County,Donald Trump,REP,1215,TRUE,0.846100279,0.846100279
North Dakota,LaMoure County,Donald Trump,REP,1645,TRUE,0.757366483,0.757366483
North Dakota,Logan County,Donald Trump,REP,930,TRUE,0.879017013,0.879017013
North Dakota,McHenry County,Donald Trump,REP,2364,TRUE,0.807377049,0.807377049
North Dakota,McIntosh County,Donald Trump,REP,1153,TRUE,0.815417256,0.815417256
North Dakota,McKenzie County,Donald Trump,REP,4482,TRUE,0.846299094,0.846299094
North Dakota,McLean County,Donald Trump,REP,4198,TRUE,0.7733972,0.7733972
North Dakota,Mercer County,Donald Trump,REP,3856,TRUE,0.845614035,0.845614035
North Dakota,Morton County,Donald Trump,REP,12243,TRUE,0.759726962,0.759726962
North Dakota,Mountrail County,Donald Trump,REP,2824,TRUE,0.692156863,0.692156863
North Dakota,Nelson County,Donald Trump,REP,1141,TRUE,0.660683266,0.660683266
North Dakota,Oliver County,Donald Trump,REP,918,TRUE,0.876790831,0.876790831
North Dakota,Pembina County,Donald Trump,REP,2460,TRUE,0.757855823,0.757855823
North Dakota,Pierce County,Donald Trump,REP,1585,TRUE,0.761287224,0.761287224
North Dakota,Ramsey County,Donald Trump,REP,3577,TRUE,0.68577454,0.68577454
North Dakota,Ransom County,Donald Trump,REP,1418,TRUE,0.600084638,0.600084638
North Dakota,Renville County,Donald Trump,REP,1065,TRUE,0.828793774,0.828793774
North Dakota,Richland County,Donald Trump,REP,5072,TRUE,0.668952783,0.668952783
North Dakota,Rolette County,Joe Biden,DEM,2482,TRUE,0.663813854,0.336186146
North Dakota,Sargent County,Donald Trump,REP,1266,TRUE,0.631736527,0.631736527
North Dakota,Sheridan County,Donald Trump,REP,688,TRUE,0.868686869,0.868686869
North Dakota,Sioux County,Joe Biden,DEM,804,TRUE,0.757062147,0.242937853
North Dakota,Slope County,Donald Trump,REP,380,TRUE,0.896226415,0.896226415
North Dakota,Stark County,Donald Trump,REP,12110,TRUE,0.828941064,0.828941064
North Dakota,Steele County,Donald Trump,REP,652,TRUE,0.624521073,0.624521073
North Dakota,Stutsman County,Donald Trump,REP,6994,TRUE,0.723267839,0.723267839
North Dakota,Towner County,Donald Trump,REP,830,TRUE,0.723626853,0.723626853
North Dakota,Traill County,Donald Trump,REP,2522,TRUE,0.628144458,0.628144458
North Dakota,Walsh County,Donald Trump,REP,3324,TRUE,0.713764226,0.713764226
North Dakota,Ward County,Donald Trump,REP,19974,TRUE,0.732533832,0.732533832
North Dakota,Wells County,Donald Trump,REP,1893,TRUE,0.810706638,0.810706638
North Dakota,Williams County,Donald Trump,REP,11739,TRUE,0.844046592,0.844046592
Ohio,Adams County,Donald Trump,REP,9870,TRUE,0.820721769,0.820721769
Ohio,Allen County,Donald Trump,REP,33116,TRUE,0.700645298,0.700645298
Ohio,Ashland County,Donald Trump,REP,19407,TRUE,0.747918915,0.747918915
Ohio,Ashtabula County,Donald Trump,REP,26890,TRUE,0.619770899,0.619770899
Ohio,Athens County,Joe Biden,DEM,14772,TRUE,0.576265897,0.423734103
Ohio,Auglaize County,Donald Trump,REP,20798,TRUE,0.817242328,0.817242328
Ohio,Belmont County,Donald Trump,REP,23560,TRUE,0.720533366,0.720533366
Ohio,Brown County,Donald Trump,REP,16480,TRUE,0.790028763,0.790028763
Ohio,Butler County,Donald Trump,REP,114392,TRUE,0.621678759,0.621678759
Ohio,Carroll County,Donald Trump,REP,10745,TRUE,0.767719348,0.767719348
Ohio,Champaign County,Donald Trump,REP,14589,TRUE,0.742404967,0.742404967
Ohio,Clark County,Donald Trump,REP,39032,TRUE,0.618495278,0.618495278
Ohio,Clermont County,Donald Trump,REP,74570,TRUE,0.686256465,0.686256465
Ohio,Clinton County,Donald Trump,REP,15488,TRUE,0.767302452,0.767302452
Ohio,Columbiana County,Donald Trump,REP,35726,TRUE,0.727839462,0.727839462
Ohio,Coshocton County,Donald Trump,REP,12325,TRUE,0.749240122,0.749240122
Ohio,Crawford County,Donald Trump,REP,15436,TRUE,0.758451258,0.758451258
Ohio,Cuyahoga County,Joe Biden,DEM,416176,TRUE,0.672471824,0.327528176
Ohio,Darke County,Donald Trump,REP,22004,TRUE,0.823040958,0.823040958
Ohio,Defiance County,Donald Trump,REP,13038,TRUE,0.685525001,0.685525001
Ohio,Delaware County,Donald Trump,REP,66356,TRUE,0.534736605,0.534736605
Ohio,Erie County,Donald Trump,REP,22160,TRUE,0.558848006,0.558848006
Ohio,Fairfield County,Donald Trump,REP,50797,TRUE,0.619317004,0.619317004
Ohio,Fayette County,Donald Trump,REP,9473,TRUE,0.761005784,0.761005784
Ohio,Franklin County,Joe Biden,DEM,409144,TRUE,0.659504401,0.340495599
Ohio,Fulton County,Donald Trump,REP,15731,TRUE,0.702433579,0.702433579
Ohio,Gallia County,Donald Trump,REP,10645,TRUE,0.780711404,0.780711404
Ohio,Geauga County,Donald Trump,REP,34143,TRUE,0.616923244,0.616923244
Ohio,Greene County,Donald Trump,REP,52072,TRUE,0.599424427,0.599424427
Ohio,Guernsey County,Donald Trump,REP,13407,TRUE,0.745495996,0.745495996
Ohio,Hamilton County,Joe Biden,DEM,246266,TRUE,0.580607895,0.419392105
Ohio,Hancock County,Donald Trump,REP,26310,TRUE,0.691149815,0.691149815
Ohio,Hardin County,Donald Trump,REP,9949,TRUE,0.764660672,0.764660672
Ohio,Harrison County,Donald Trump,REP,5792,TRUE,0.766137566,0.766137566
Ohio,Henry County,Donald Trump,REP,10479,TRUE,0.72065195,0.72065195
Ohio,Highland County,Donald Trump,REP,15678,TRUE,0.804949428,0.804949428
Ohio,Hocking County,Donald Trump,REP,9737,TRUE,0.715062055,0.715062055
Ohio,Holmes County,Donald Trump,REP,10796,TRUE,0.844096951,0.844096951
Ohio,Huron County,Donald Trump,REP,18956,TRUE,0.709563915,0.709563915
Ohio,Jackson County,Donald Trump,REP,11309,TRUE,0.773529412,0.773529412
Ohio,Jefferson County,Donald Trump,REP,22828,TRUE,0.695000913,0.695000913
Ohio,Knox County,Donald Trump,REP,22340,TRUE,0.72229946,0.72229946
Ohio,Lake County,Donald Trump,REP,73278,TRUE,0.568963911,0.568963911
Ohio,Lawrence County,Donald Trump,REP,20306,TRUE,0.730563051,0.730563051
Ohio,Licking County,Donald Trump,REP,59514,TRUE,0.642915015,0.642915015
Ohio,Logan County,Donald Trump,REP,17964,TRUE,0.780398801,0.780398801
Ohio,Lorain County,Donald Trump,REP,79520,TRUE,0.512414055,0.512414055
Ohio,Lucas County,Joe Biden,DEM,115411,TRUE,0.585325651,0.414674349
Ohio,Madison County,Donald Trump,REP,13835,TRUE,0.708288537,0.708288537
Ohio,Mahoning County,Donald Trump,REP,59903,TRUE,0.509621929,0.509621929
Ohio,Marion County,Donald Trump,REP,19023,TRUE,0.697017441,0.697017441
Ohio,Medina County,Donald Trump,REP,64598,TRUE,0.618766643,0.618766643
Ohio,Meigs County,Donald Trump,REP,8316,TRUE,0.769430052,0.769430052
Ohio,Mercer County,Donald Trump,REP,19452,TRUE,0.828379184,0.828379184
Ohio,Miami County,Donald Trump,REP,41371,TRUE,0.725374338,0.725374338
Ohio,Monroe County,Donald Trump,REP,5463,TRUE,0.772920204,0.772920204
Ohio,Montgomery County,Joe Biden,DEM,135064,TRUE,0.511416217,0.488583783
Ohio,Morgan County,Donald Trump,REP,5041,TRUE,0.745048773,0.745048773
Ohio,Morrow County,Donald Trump,REP,14077,TRUE,0.776662069,0.776662069
Ohio,Muskingum County,Donald Trump,REP,27867,TRUE,0.699508007,0.699508007
Ohio,Noble County,Donald Trump,REP,5135,TRUE,0.81443299,0.81443299
Ohio,Ottawa County,Donald Trump,REP,14628,TRUE,0.618886444,0.618886444
Ohio,Paulding County,Donald Trump,REP,7086,TRUE,0.762017421,0.762017421
Ohio,Perry County,Donald Trump,REP,12357,TRUE,0.750957156,0.750957156
Ohio,Pickaway County,Donald Trump,REP,20593,TRUE,0.738179733,0.738179733
Ohio,Pike County,Donald Trump,REP,9157,TRUE,0.746474281,0.746474281
Ohio,Portage County,Donald Trump,REP,45990,TRUE,0.563250909,0.563250909
Ohio,Preble County,Donald Trump,REP,17022,TRUE,0.791168952,0.791168952
Ohio,Putnam County,Donald Trump,REP,16412,TRUE,0.837047993,0.837047993
Ohio,Richland County,Donald Trump,REP,41472,TRUE,0.701583435,0.701583435
Ohio,Ross County,Donald Trump,REP,22278,TRUE,0.678483326,0.678483326
Ohio,Sandusky County,Donald Trump,REP,18896,TRUE,0.640716126,0.640716126
Ohio,Scioto County,Donald Trump,REP,22609,TRUE,0.71346524,0.71346524
Ohio,Seneca County,Donald Trump,REP,17086,TRUE,0.673950773,0.673950773
Ohio,Shelby County,Donald Trump,REP,20422,TRUE,0.820589063,0.820589063
Ohio,Stark County,Donald Trump,REP,111097,TRUE,0.594098427,0.594098427
Ohio,Summit County,Joe Biden,DEM,151668,TRUE,0.548526045,0.451473955
Ohio,Trumbull County,Donald Trump,REP,55194,TRUE,0.553528627,0.553528627
Ohio,Tuscarawas County,Donald Trump,REP,30458,TRUE,0.702655316,0.702655316
Ohio,Union County,Donald Trump,REP,21669,TRUE,0.660438891,0.660438891
Ohio,Van Wert County,Donald Trump,REP,11650,TRUE,0.791601549,0.791601549
Ohio,Vinton County,Donald Trump,REP,4632,TRUE,0.776790206,0.776790206
Ohio,Warren County,Donald Trump,REP,87988,TRUE,0.656347673,0.656347673
Ohio,Washington County,Donald Trump,REP,22307,TRUE,0.70703645,0.70703645
Ohio,Wayne County,Donald Trump,REP,36759,TRUE,0.688125948,0.688125948
Ohio,Williams County,Donald Trump,REP,13452,TRUE,0.735323057,0.735323057
Ohio,Wood County,Donald Trump,REP,35757,TRUE,0.538719981,0.538719981
Ohio,Wyandot County,Donald Trump,REP,8462,TRUE,0.755873158,0.755873158
Oklahoma,Adair County,Donald Trump,REP,5585,TRUE,0.801061388,0.801061388
Oklahoma,Alfalfa County,Donald Trump,REP,1978,TRUE,0.895022624,0.895022624
Oklahoma,Atoka County,Donald Trump,REP,4557,TRUE,0.856257046,0.856257046
Oklahoma,Beaver County,Donald Trump,REP,1968,TRUE,0.911955514,0.911955514
Oklahoma,Beckham County,Donald Trump,REP,6767,TRUE,0.865898912,0.865898912
Oklahoma,Blaine County,Donald Trump,REP,3136,TRUE,0.820083682,0.820083682
Oklahoma,Bryan County,Donald Trump,REP,12344,TRUE,0.78789813,0.78789813
Oklahoma,Caddo County,Donald Trump,REP,7013,TRUE,0.724259011,0.724259011
Oklahoma,Canadian County,Donald Trump,REP,43550,TRUE,0.722318052,0.722318052
Oklahoma,Carter County,Donald Trump,REP,14699,TRUE,0.766810997,0.766810997
Oklahoma,Cherokee County,Donald Trump,REP,11223,TRUE,0.650608696,0.650608696
Oklahoma,Choctaw County,Donald Trump,REP,4698,TRUE,0.812802768,0.812802768
Oklahoma,Cimarron County,Donald Trump,REP,970,TRUE,0.932692308,0.932692308
Oklahoma,Cleveland County,Donald Trump,REP,66677,TRUE,0.572315114,0.572315114
Oklahoma,Coal County,Donald Trump,REP,2091,TRUE,0.848275862,0.848275862
Oklahoma,Comanche County,Donald Trump,REP,20905,TRUE,0.603284082,0.603284082
Oklahoma,Cotton County,Donald Trump,REP,2117,TRUE,0.843426295,0.843426295
Oklahoma,Craig County,Donald Trump,REP,4686,TRUE,0.793833644,0.793833644
Oklahoma,Creek County,Donald Trump,REP,23294,TRUE,0.779819892,0.779819892
Oklahoma,Custer County,Donald Trump,REP,8060,TRUE,0.772844952,0.772844952
Oklahoma,Delaware County,Donald Trump,REP,13557,TRUE,0.796112514,0.796112514
Oklahoma,Dewey County,Donald Trump,REP,2124,TRUE,0.908468777,0.908468777
Oklahoma,Ellis County,Donald Trump,REP,1688,TRUE,0.912432432,0.912432432
Oklahoma,Garfield County,Donald Trump,REP,16970,TRUE,0.775275252,0.775275252
Oklahoma,Garvin County,Donald Trump,REP,8878,TRUE,0.826398585,0.826398585
Oklahoma,Grady County,Donald Trump,REP,18538,TRUE,0.817300062,0.817300062
Oklahoma,Grant County,Donald Trump,REP,1916,TRUE,0.872495446,0.872495446
Oklahoma,Greer County,Donald Trump,REP,1605,TRUE,0.830315572,0.830315572
Oklahoma,Harmon County,Donald Trump,REP,747,TRUE,0.808441558,0.808441558
Oklahoma,Harper County,Donald Trump,REP,1327,TRUE,0.907040328,0.907040328
Oklahoma,Haskell County,Donald Trump,REP,4165,TRUE,0.841754244,0.841754244
Oklahoma,Hughes County,Donald Trump,REP,3875,TRUE,0.808302044,0.808302044
Oklahoma,Jackson County,Donald Trump,REP,6392,TRUE,0.795222692,0.795222692
Oklahoma,Jefferson County,Donald Trump,REP,2026,TRUE,0.863965885,0.863965885
Oklahoma,Johnston County,Donald Trump,REP,3441,TRUE,0.823402728,0.823402728
Oklahoma,Kay County,Donald Trump,REP,12834,TRUE,0.760578405,0.760578405
Oklahoma,Kingfisher County,Donald Trump,REP,5521,TRUE,0.866039216,0.866039216
Oklahoma,Kiowa County,Donald Trump,REP,2673,TRUE,0.792704626,0.792704626
Oklahoma,Latimer County,Donald Trump,REP,3437,TRUE,0.818528221,0.818528221
Oklahoma,Le Flore County,Donald Trump,REP,15213,TRUE,0.821791271,0.821791271
Oklahoma,Lincoln County,Donald Trump,REP,12013,TRUE,0.821570237,0.821570237
Oklahoma,Logan County,Donald Trump,REP,15608,TRUE,0.74101505,0.74101505
Oklahoma,Love County,Donald Trump,REP,3305,TRUE,0.822958167,0.822958167
Oklahoma,McClain County,Donald Trump,REP,15295,TRUE,0.810245272,0.810245272
Oklahoma,McCurtain County,Donald Trump,REP,9485,TRUE,0.836198537,0.836198537
Oklahoma,McIntosh County,Donald Trump,REP,6172,TRUE,0.752407656,0.752407656
Oklahoma,Major County,Donald Trump,REP,3084,TRUE,0.905992949,0.905992949
Oklahoma,Marshall County,Donald Trump,REP,4891,TRUE,0.816391254,0.816391254
Oklahoma,Mayes County,Donald Trump,REP,12749,TRUE,0.780710349,0.780710349
Oklahoma,Murray County,Donald Trump,REP,4612,TRUE,0.799583911,0.799583911
Oklahoma,Muskogee County,Donald Trump,REP,16526,TRUE,0.673074573,0.673074573
Oklahoma,Noble County,Donald Trump,REP,3821,TRUE,0.79208126,0.79208126
Oklahoma,Nowata County,Donald Trump,REP,3610,TRUE,0.835261453,0.835261453
Oklahoma,Okfuskee County,Donald Trump,REP,3058,TRUE,0.773394031,0.773394031
Oklahoma,Oklahoma County,Donald Trump,REP,145050,TRUE,0.505798992,0.505798992
Oklahoma,Okmulgee County,Donald Trump,REP,9668,TRUE,0.689340463,0.689340463
Oklahoma,Osage County,Donald Trump,REP,14121,TRUE,0.701734334,0.701734334
Oklahoma,Ottawa County,Donald Trump,REP,8545,TRUE,0.760840531,0.760840531
Oklahoma,Pawnee County,Donald Trump,REP,5267,TRUE,0.794419306,0.794419306
Oklahoma,Payne County,Donald Trump,REP,17813,TRUE,0.620294599,0.620294599
Oklahoma,Pittsburg County,Donald Trump,REP,13851,TRUE,0.786139963,0.786139963
Oklahoma,Pontotoc County,Donald Trump,REP,10805,TRUE,0.724098646,0.724098646
Oklahoma,Pottawatomie County,Donald Trump,REP,20240,TRUE,0.735598764,0.735598764
Oklahoma,Pushmataha County,Donald Trump,REP,4016,TRUE,0.857386849,0.857386849
Oklahoma,Roger Mills County,Donald Trump,REP,1629,TRUE,0.906510851,0.906510851
Oklahoma,Rogers County,Donald Trump,REP,34031,TRUE,0.780169647,0.780169647
Oklahoma,Seminole County,Donald Trump,REP,6011,TRUE,0.736551893,0.736551893
Oklahoma,Sequoyah County,Donald Trump,REP,12113,TRUE,0.799643517,0.799643517
Oklahoma,Stephens County,Donald Trump,REP,15560,TRUE,0.831463076,0.831463076
Oklahoma,Texas County,Donald Trump,REP,4505,TRUE,0.83441378,0.83441378
Oklahoma,Tillman County,Donald Trump,REP,2076,TRUE,0.776655443,0.776655443
Oklahoma,Tulsa County,Donald Trump,REP,150574,TRUE,0.580090149,0.580090149
Oklahoma,Wagoner County,Donald Trump,REP,26165,TRUE,0.755580583,0.755580583
Oklahoma,Washington County,Donald Trump,REP,17076,TRUE,0.746785621,0.746785621
Oklahoma,Washita County,Donald Trump,REP,4086,TRUE,0.872331341,0.872331341
Oklahoma,Woods County,Donald Trump,REP,2993,TRUE,0.835100446,0.835100446
Oklahoma,Woodward County,Donald Trump,REP,6611,TRUE,0.868040966,0.868040966
Oregon,Baker County,Donald Trump,REP,7352,TRUE,0.758094452,0.758094452
Oregon,Benton County,Joe Biden,DEM,35827,TRUE,0.706577261,0.293422739
Oregon,Clackamas County,Joe Biden,DEM,139043,TRUE,0.557170449,0.442829551
Oregon,Clatsop County,Joe Biden,DEM,12916,TRUE,0.558312441,0.441687559
